ID,MEMBER_HIERARCHY_ID,MEMBER_ID,LEVEL,PARENT_MEMBER_ID,COMPARATOR,OPERATOR,VALID_FROM,VALID_TO
109491,EBA_GA5_1,EBA_GA_EBA_IQ,2,EBA_GA_EBA_x0,,+,,
109492,EBA_GA5_1,EBA_GA_EBA_CG,2,EBA_GA_EBA_x0,,+,,
109493,EBA_GA5_1,EBA_GA_EBA_EH,2,EBA_GA_EBA_x0,,+,,
109494,EBA_NC20,EBA_NC_EBA_G,2,EBA_NC_EBA_x11,,,,
109495,EBA_NC20,EBA_NC_EBA_A,2,EBA_NC_EBA_x11,,,,
109496,EBA_NC20,EBA_NC_EBA_E,2,EBA_NC_EBA_x11,,,,
109497,EBA_NC20,EBA_NC_EBA_D,2,EBA_NC_EBA_x11,,,,
109498,EBA_NC20,EBA_NC_EBA_F,2,EBA_NC_EBA_x11,,,,
109499,EBA_NC20,EBA_NC_EBA_L,2,EBA_NC_EBA_x11,,,,
109500,EBA_NC20,EBA_NC_EBA_B,2,EBA_NC_EBA_x11,,,,
109501,EBA_NC20,EBA_NC_EBA_H,2,EBA_NC_EBA_x11,,,,
109502,EBA_NC20,EBA_NC_EBA_C,2,EBA_NC_EBA_x11,,,,
109503,EBA_NC50,EBA_NC_EBA_K,2,EBA_NC_EBA_x0,,,,
109504,EBA_NC50,EBA_NC_EBA_G,2,EBA_NC_EBA_x0,,,,
109505,EBA_NC50,EBA_NC_EBA_U,2,EBA_NC_EBA_x0,,,,
109506,EBA_NC50,EBA_NC_EBA_R,2,EBA_NC_EBA_x0,,,,
109507,EBA_NC50,EBA_NC_EBA_P,2,EBA_NC_EBA_x0,,,,
109508,EBA_NC50,EBA_NC_EBA_E,2,EBA_NC_EBA_x0,,,,
109509,EBA_NC50,EBA_NC_EBA_L,2,EBA_NC_EBA_x0,,,,
109510,EBA_NC50,EBA_NC_EBA_T,2,EBA_NC_EBA_x0,,,,
109511,EBA_NC50,EBA_NC_EBA_F,2,EBA_NC_EBA_x0,,,,
109512,EBA_NC50,EBA_NC_EBA_B,2,EBA_NC_EBA_x0,,,,
109513,EBA_NC50,EBA_NC_EBA_M,2,EBA_NC_EBA_x0,,,,
109514,EBA_NC50,EBA_NC_EBA_S,2,EBA_NC_EBA_x0,,,,
109515,EBA_NC50,EBA_NC_EBA_Q,2,EBA_NC_EBA_x0,,,,
109516,EBA_NC50,EBA_NC_EBA_A,2,EBA_NC_EBA_x0,,,,
109517,EBA_NC50,EBA_NC_EBA_I,2,EBA_NC_EBA_x0,,,,
109518,EBA_NC50,EBA_NC_EBA_N,2,EBA_NC_EBA_x0,,,,
109519,EBA_NC50,EBA_NC_EBA_D,2,EBA_NC_EBA_x0,,,,
109520,EBA_NC50,EBA_NC_EBA_C,2,EBA_NC_EBA_x0,,,,
109521,EBA_NC50,EBA_NC_EBA_J,2,EBA_NC_EBA_x0,,,,
109522,EBA_NC50,EBA_NC_EBA_O,2,EBA_NC_EBA_x0,,,,
109523,EBA_NC50,EBA_NC_EBA_H,2,EBA_NC_EBA_x0,,,,
109524,EBA_NC50,EBA_NC_EBA_A1,3,EBA_NC_EBA_A,,,,
109525,EBA_NC50,EBA_NC_EBA_C10,3,EBA_NC_EBA_C,,,,
109526,EBA_NC50,EBA_NC_EBA_C14,3,EBA_NC_EBA_C,,,,
109527,EBA_NC50,EBA_NC_EBA_N80,3,EBA_NC_EBA_N,,,,
109528,EBA_NC50,EBA_NC_EBA_C18,3,EBA_NC_EBA_C,,,,
109529,EBA_NC50,EBA_NC_EBA_P85,3,EBA_NC_EBA_P,,,,
109530,EBA_NC50,EBA_NC_EBA_C13,3,EBA_NC_EBA_C,,,,
109531,EBA_NC50,EBA_NC_EBA_U99,3,EBA_NC_EBA_U,,,,
109532,EBA_NC50,EBA_NC_EBA_O84,3,EBA_NC_EBA_O,,,,
109533,EBA_NC50,EBA_NC_EBA_C15,3,EBA_NC_EBA_C,,,,
109534,EBA_NC50,EBA_NC_EBA_N82,3,EBA_NC_EBA_N,,,,
109535,EBA_NC50,EBA_NC_EBA_C16,3,EBA_NC_EBA_C,,,,
109536,EBA_NC50,EBA_NC_EBA_C12,3,EBA_NC_EBA_C,,,,
109537,EBA_NC50,EBA_NC_EBA_C17,3,EBA_NC_EBA_C,,,,
109538,EBA_NC50,EBA_NC_EBA_N81,3,EBA_NC_EBA_N,,,,
109539,EBA_NC50,EBA_NC_EBA_R90,3,EBA_NC_EBA_R,,,,
109540,EBA_NC50,EBA_NC_EBA_S94,3,EBA_NC_EBA_S,,,,
109541,EBA_NC50,EBA_NC_EBA_B5,3,EBA_NC_EBA_B,,,,
109542,EBA_NC50,EBA_NC_EBA_S95,3,EBA_NC_EBA_S,,,,
109543,EBA_NC50,EBA_NC_EBA_R93,3,EBA_NC_EBA_R,,,,
109544,EBA_NC50,EBA_NC_EBA_A3,3,EBA_NC_EBA_A,,,,
109545,EBA_NC50,EBA_NC_EBA_C23,3,EBA_NC_EBA_C,,,,
109546,EBA_NC50,EBA_NC_EBA_B6,3,EBA_NC_EBA_B,,,,
109547,EBA_NC50,EBA_NC_EBA_R92,3,EBA_NC_EBA_R,,,,
109548,EBA_NC50,EBA_NC_EBA_C22,3,EBA_NC_EBA_C,,,,
109549,EBA_NC50,EBA_NC_EBA_S96,3,EBA_NC_EBA_S,,,,
109550,EBA_NC50,EBA_NC_EBA_C20,3,EBA_NC_EBA_C,,,,
109551,EBA_NC50,EBA_NC_EBA_B7,3,EBA_NC_EBA_B,,,,
109552,EBA_NC50,EBA_NC_EBA_T98,3,EBA_NC_EBA_T,,,,
109553,EBA_NC50,EBA_NC_EBA_A2,3,EBA_NC_EBA_A,,,,
109554,EBA_NC50,EBA_NC_EBA_C21,3,EBA_NC_EBA_C,,,,
109555,EBA_NC50,EBA_NC_EBA_Q88,3,EBA_NC_EBA_Q,,,,
109556,EBA_NC50,EBA_NC_EBA_B8,3,EBA_NC_EBA_B,,,,
109557,EBA_NC50,EBA_NC_EBA_Q87,3,EBA_NC_EBA_Q,,,,
109558,EBA_NC50,EBA_NC_EBA_R91,3,EBA_NC_EBA_R,,,,
109559,EBA_NC50,EBA_NC_EBA_T97,3,EBA_NC_EBA_T,,,,
109560,EBA_NC50,EBA_NC_EBA_Q86,3,EBA_NC_EBA_Q,,,,
109561,EBA_NC50,EBA_NC_EBA_C19,3,EBA_NC_EBA_C,,,,
109562,EBA_NC50,EBA_NC_EBA_B9,3,EBA_NC_EBA_B,,,,
109563,EBA_NC50,EBA_NC_EBA_C11,3,EBA_NC_EBA_C,,,,
109564,EBA_NC50,EBA_NC_EBA_C33,3,EBA_NC_EBA_C,,,,
109565,EBA_NC50,EBA_NC_EBA_H49,3,EBA_NC_EBA_H,,,,
109566,EBA_NC50,EBA_NC_EBA_K64,3,EBA_NC_EBA_K,,,,
109567,EBA_NC50,EBA_NC_EBA_J61,3,EBA_NC_EBA_J,,,,
109568,EBA_NC50,EBA_NC_EBA_C32,3,EBA_NC_EBA_C,,,,
109569,EBA_NC50,EBA_NC_EBA_M71,3,EBA_NC_EBA_M,,,,
109570,EBA_NC50,EBA_NC_EBA_D35,3,EBA_NC_EBA_D,,,,
109571,EBA_NC50,EBA_NC_EBA_C26,3,EBA_NC_EBA_C,,,,
109572,EBA_NC50,EBA_NC_EBA_J62,3,EBA_NC_EBA_J,,,,
109573,EBA_NC50,EBA_NC_EBA_G47,3,EBA_NC_EBA_G,,,,
109574,EBA_NC50,EBA_NC_EBA_M70,3,EBA_NC_EBA_M,,,,
109575,EBA_NC50,EBA_NC_EBA_J59,3,EBA_NC_EBA_J,,,,
109576,EBA_NC50,EBA_NC_EBA_J63,3,EBA_NC_EBA_J,,,,
109577,EBA_NC50,EBA_NC_EBA_J60,3,EBA_NC_EBA_J,,,,
109578,EBA_NC50,EBA_NC_EBA_I56,3,EBA_NC_EBA_I,,,,
109579,EBA_NC50,EBA_NC_EBA_F41,3,EBA_NC_EBA_F,,,,
109580,EBA_NC50,EBA_NC_EBA_C25,3,EBA_NC_EBA_C,,,,
109581,EBA_NC50,EBA_NC_EBA_K65,3,EBA_NC_EBA_K,,,,
109582,EBA_NC50,EBA_NC_EBA_M69,3,EBA_NC_EBA_M,,,,
109583,EBA_NC50,EBA_NC_EBA_G46,3,EBA_NC_EBA_G,,,,
109584,EBA_NC50,EBA_NC_EBA_C31,3,EBA_NC_EBA_C,,,,
109585,EBA_NC50,EBA_NC_EBA_K66,3,EBA_NC_EBA_K,,,,
109586,EBA_NC50,EBA_NC_EBA_L68,3,EBA_NC_EBA_L,,,,
109587,EBA_NC50,EBA_NC_EBA_C24,3,EBA_NC_EBA_C,,,,
109588,EBA_NC50,EBA_NC_EBA_C30,3,EBA_NC_EBA_C,,,,
109589,EBA_NC50,EBA_NC_EBA_M74,3,EBA_NC_EBA_M,,,,
109590,EBA_NC50,EBA_NC_EBA_H53,3,EBA_NC_EBA_H,,,,
109591,EBA_NC50,EBA_NC_EBA_F43,3,EBA_NC_EBA_F,,,,
109592,EBA_NC50,EBA_NC_EBA_C28,3,EBA_NC_EBA_C,,,,
109593,EBA_NC50,EBA_NC_EBA_E37,3,EBA_NC_EBA_E,,,,
109594,EBA_NC50,EBA_NC_EBA_C27,3,EBA_NC_EBA_C,,,,
109595,EBA_NC50,EBA_NC_EBA_N79,3,EBA_NC_EBA_N,,,,
109596,EBA_NC50,EBA_NC_EBA_N78,3,EBA_NC_EBA_N,,,,
109597,EBA_NC50,EBA_NC_EBA_N77,3,EBA_NC_EBA_N,,,,
109598,EBA_NC50,EBA_NC_EBA_F42,3,EBA_NC_EBA_F,,,,
109599,EBA_NC50,EBA_NC_EBA_E39,3,EBA_NC_EBA_E,,,,
109600,EBA_NC50,EBA_NC_EBA_M75,3,EBA_NC_EBA_M,,,,
109601,EBA_NC50,EBA_NC_EBA_M72,3,EBA_NC_EBA_M,,,,
109602,EBA_NC50,EBA_NC_EBA_I55,3,EBA_NC_EBA_I,,,,
109603,EBA_NC50,EBA_NC_EBA_H52,3,EBA_NC_EBA_H,,,,
109604,EBA_NC50,EBA_NC_EBA_E36,3,EBA_NC_EBA_E,,,,
109605,EBA_NC50,EBA_NC_EBA_M73,3,EBA_NC_EBA_M,,,,
109606,EBA_NC50,EBA_NC_EBA_E38,3,EBA_NC_EBA_E,,,,
109607,EBA_NC50,EBA_NC_EBA_H51,3,EBA_NC_EBA_H,,,,
109608,EBA_NC50,EBA_NC_EBA_J58,3,EBA_NC_EBA_J,,,,
109609,EBA_NC50,EBA_NC_EBA_C29,3,EBA_NC_EBA_C,,,,
109610,EBA_NC50,EBA_NC_EBA_H50,3,EBA_NC_EBA_H,,,,
109611,EBA_NC50,EBA_NC_EBA_G45,3,EBA_NC_EBA_G,,,,
109612,EBA_NC50,EBA_NC_EBA_A1_4,4,EBA_NC_EBA_A1,,,,
109613,EBA_NC50,EBA_NC_EBA_C23_6,4,EBA_NC_EBA_C23,,,,
109614,EBA_NC50,EBA_NC_EBA_A2_4,4,EBA_NC_EBA_A2,,,,
109615,EBA_NC50,EBA_NC_EBA_A2_3,4,EBA_NC_EBA_A2,,,,
109616,EBA_NC50,EBA_NC_EBA_B5_2,4,EBA_NC_EBA_B5,,,,
109617,EBA_NC50,EBA_NC_EBA_H50_2,4,EBA_NC_EBA_H50,,,,
109618,EBA_NC50,EBA_NC_EBA_C10_1,4,EBA_NC_EBA_C10,,,,
109619,EBA_NC50,EBA_NC_EBA_A1_3,4,EBA_NC_EBA_A1,,,,
109620,EBA_NC50,EBA_NC_EBA_C24_5,4,EBA_NC_EBA_C24,,,,
109621,EBA_NC50,EBA_NC_EBA_A1_1,4,EBA_NC_EBA_A1,,,,
109622,EBA_NC50,EBA_NC_EBA_B9_9,4,EBA_NC_EBA_B9,,,,
109623,EBA_NC50,EBA_NC_EBA_A2_2,4,EBA_NC_EBA_A2,,,,
109624,EBA_NC50,EBA_NC_EBA_A2_1,4,EBA_NC_EBA_A2,,,,
